Depth_m;qt_MPa;fs_kPa;u2_kPa;FR_percent
27,125;3,4883200000000003;38,333;431,6;1,0988957435097697
27,136;3,55774;30,632;408,7;0,8609960255667924
27,147;3,7009600000000002;26,031;404,8;0,703358047641693
27,157;3,79638;22,316;411,9;0,5878231367776672
27,168;3,8185200000000004;19,937;412,6;0,5221132794904831
27,179;3,85858;19,39;402,9;0,5025164697894045
27,19;3,9303999999999997;21,229;392,0;0,5401231426826786
27,2;4,17878;24,325;393,9;0,5821076965047215
27,211;4,54694;28,241;404,7;0,6210990248386826
27,222;5,0451999999999995;33,867;416,0;0,671271703797669
27,233;5,56382;40,393;424,1;0,7259940113087772
27,243;5,98494;46,216;424,7;0,7722049009680967
27,254;6,16582;51,551;414,1;0,8360769532681784
27,265;6,185160000000001;55,061;400,8;0,8902114092440615
27,276;6,10746;56,71;392,3;0,9285365765801168
27,286;5,99302;58,232;390,1;0,9716637021067842
27,297;5,88432;61,687;391,6;1,0483284389700083
27,308;5,73614;64,977;395,7;1,1327652393421361
27,319;5,52428;65,977;401,4;1,194309484674926
27,329;5,2781400000000005;66,523;405,7;1,260349289711906
27,34;5,056080000000001;65,724;410,4;1,2999003180329423
27,351;4,881;63,356;415,0;1,2980127023150994
27,362;4,74102;61,433;420,1;1,2957760144441492
27,372;4,64302;60,424;425,1;1,3013943510904542
27,383;4,5851;59,335;430,5;1,2940830080041876
27,394;4,54802;57,2;435,1;1,25769015967388
27,405;4,56854;57,059;437,7;1,2489548083195068
27,415;4,58578;57,402;433,9;1,2517390716519328
27,426;4,54216;56,935;425,8;1,2534785212321893
27,437;4,4746999999999995;54,658;423,5;1,2214897088072945
27,449;4,4005;51,932;427,5;1,180138620611294
27,458;4,4258999999999995;50,441;429,5;1,13967780564405
27,47;4,505719999999999;49,455;418,6;1,0976048223147468
27,481;4,6294;48,443;392,0;1,0464207024668422
27,491;4,78156;46,208;372,8;0,9663791733241871
27,502;4,8695;43,722;367,5;0,897874525105247
27,513;4,96442;43,183;372,1;0,8698498515435842
27,525;5,14808;44,942;375,4;0,8729856567885503
27,533;5,37824;46,602;376,2;0,8664916403879336
27,544;5,48776;49,044;378,8;0,8936979751301078
27,556;5,4193;51,669;381,5;0,9534257191888251
27,567;5,17958;54,32;382,9;1,0487336811092791
27,577;4,84498;57,047;384,9;1,1774455209309431
27,588;4,4399;60,164;389,5;1,3550755647649724
27,6;4,01862;60,578;398,1;1,5074328998511926
27,609;3,5921000000000003;62,76;405,5;1,747167395117062
27,621;3,1902000000000004;61,83;416,0;1,9381230016926838
27,632;2,82634;62,017;426,7;2,194251222429007
27,643;2,51192;59,644;439,6;2,3744386763909677
27,653;2,22788;57,415;454,4;2,577113668599745
27,664;1,9815;55,438;472,5;2,7977794600050467
27,675;1,80138;51,486;491,9;2,858142091063518
27,686;1,6476;45,749;513,0;2,7767055110463708
27,696;1,51026;40,539;531,3;2,684239799769576
27,707;1,40956;35,858;547,8;2,5439144130083147
27,719;1,34806;29,397;565,3;2,1806892868269956
27,73;1,30256;23,497;582,8;1,8039092249109447
27,74;1,32716;18,459;595,8;1,3908647035775643
27,751;1,34742;16,188;607,1;1,2014071336331655
27,762;1,35626;15,266;616,3;1,1255953873151165
27,773;1,39446;15,611;622,3;1,1195014557606529
27,783;1,42522;15,277;626,1;1,071904688398984
27,793;1,40544;14,861;627,2;1,0573912795992715
27,804;1,3728799999999999;15,239;624,4;1,1100023308664997
27,815;1,34236;15,42;621,8;1,148723144313001
27,825;1,3000999999999998;16,006;620,5;1,2311360664564266
27,836;1,2682799999999999;17,339;621,4;1,3671271328097898
27,847;1,25382;18,26;624,1;1,4563493962450753
27,858;1,2648599999999999;18,597;629,3;1,4702812959537026
27,868;1,25098;18,2;634,9;1,4548593902380533
27,879;1,2469;17,448;639,5;1,399310289518005
27,89;1,2777;15,457;643,5;1,2097518979416138
27,901;1,3677;13,382;648,5;0,9784309424581414
27,911;1,57642;12,837;652,1;0,8143134443866483
27,922;1,9220599999999999;13,43;645,3;0,6987294881533355
27,933;2,38734;13,484;611,7;0,5648127204336206
27,944;2,80286;13,131;544,3;0,46848576097272066
27,954;3,04444;13,735;477,2;0,4511502936500638
27,965;3,11538;15,662;436,9;0,5027316089850997
27,977;3,01408;17,965;425,4;0,5960359379976643
27,988;2,84618;18,12;425,9;0,6366427984175281
27,998;2,60996;18,323;434,8;0,7020414105963311
28,009;2,31278;18,784;448,9;0,8121827411167512
28,02;2,02886;19,371;464,3;0,9547726309355994
28,031;1,84158;18,595;482,9;1,009730774660889
28,041;1,7611;16,989;500,5;0,9646811651808529
28,051;1,7824200000000001;17,353;517,1;0,9735640309242491
28,062;1,9772800000000001;18,507;526,4;0,935982764201327
28,074;2,2742999999999998;20,084;501,5;0,8830849052455702
28,083;2,53692;19,976;479,6;0,7874115068665942
28,094;2,665;20,55;465,0;0,7711069418386493
28,106;2,55424;20,176;456,2;0,7899022801302931
28,117;2,28608;20,461;460,4;0,8950255459126539
28,127;1,97088;21,897;469,4;1,1110265465172917
28,138;1,69846;22,4;482,3;1,3188417743132013
28,149;1,43888;21,071;499,4;1,464402868898032
28,159;1,23232;20,695;516,6;1,6793527655154503
28,17;1,1069;20,872;534,5;1,8856265245279609
28,181;1,1130999999999998;20,853;550,5;1,8734165843140784
28,193;1,13384;21,19;569,2;1,8688703873562411
28,202;1,1565;19,976;582,5;1,727280587980977
28,214;1,1179999999999999;17,463;600,0;1,561985688729875
28,225;1,09492;16,568;619,6;1,5131699119570383
28,236;1,269;18,482;640,0;1,4564223798266351
28,245;1,6629399999999999;19,643;649,7;1,181221210626962
28,256;2,11434;21,99;641,7;1,0400408638156589
28,267;2,46204;23,131;575,2;0,9395054507644067
28,279;2,61726;22,586;486,3;0,8629635573080244
28,288;2,7400399999999996;22,185;465,2;0,8096597129968905
28,299;2,94292;24,051;464,6;0,8172495344759625
28,309;3,2802;28,516;471,0;0,8693372355344186
28,321;3,6652199999999997;33,712;476,1;0,9197810772613924
28,33;4,015000000000001;36,986;465,0;0,921195516811955
28,342;4,232340000000001;39,88;426,7;0,9422683432805491
28,353;4,35248;40,468;382,4;0,9297687755027021
28,363;4,43276;41,093;363,8;0,9270296609787131
28,374;4,37616;43,555;365,8;0,9952789660341487
28,385;4,25432;46,718;376,6;1,0981308411214954
28,396;4,13602;49,591;390,1;1,1990029061755019
28,406;4,08326;48,824;401,3;1,195711269916684
28,417;4,22904;46,048;410,2;1,0888523163649433
28,429;4,50238;43,164;416,9;0,9586929579466863
28,438;4,7717600000000004;41,635;413,8;0,8725292135396582
28,449;4,898420000000001;41,999;392,1;0,8573989163852833
28,461;4,822399999999999;43,611;342,0;0,9043422362309225
28,471;4,65316;45,597;290,8;0,9799147246172495
28,482;4,46558;44,818;257,9;1,0036322269447642
28,493;4,31508;43,209;245,4;1,0013487583080731
28,504;4,20994;41,401;239,7;0,9834106899385742
28,514;4,1267000000000005;41,035;243,5;0,9943780744905129
28,525;4,13074;43,99;253,7;1,0649423589962088
28,536;4,17316;46,856;265,8;1,122794237460342
28,547;4,17504;49,599;275,2;1,1879886180731203
28,557;3,98312;52,729;280,6;1,32381148446444
28,568;3,62224;55,391;286,2;1,5291918812668404
28,579;3,19084;54,232;294,2;1,6996151483621866
28,589;2,7699000000000003;51,587;304,5;1,8624138055525472
28,6;2,36188;48,406;319,4;2,049469067014412
28,611;2,01394;48,172;339,7;2,3919282600276075
28,622;1,71406;48,586;365,3;2,834556549945743
28,632;1,54362;45,353;388,1;2,9380935722522388
28,644;1,4665;40,602;412,5;2,768632799181725
28,655;1,5230599999999999;36,747;435,3;2,412708626055441
28,666;1,60982;32,229;459,1;2,0020250711259644
28,676;1,6774200000000001;26,973;477,1;1,6080051507672495
28,687;1,83474;21,845;493,7;1,1906319151487403
28,698;2,09748;20,889;507,4;0,9959093769666456
28,708;2,34564;21,369;513,2;0,9110093620504425
28,719;2,41142;22,151;507,1;0,9185873883437975
28,73;2,2714999999999996;21,974;502,5;0,9673783843275372
28,741;2,0627;22,645;508,5;1,0978329374121298
28,751;1,9625;22,971;517,5;1,1704968152866242
28,762;1,90268;20,898;528,4;1,0983454916223432
28,774;1,8342;18,086;541,0;0,9860429615091046
28,785;1,9255399999999998;17,94;552,7;0,931686695680173
28,794;2,1787;18,316;558,5;0,8406848120438792
28,805;2,53822;17,69;561,1;0,6969451032613407
28,816;2,88374;16,967;543,7;0,5883678833736744
28,827;3,0969200000000003;15,938;494,6;0,5146403523500768
28,837;3,12368;15,216;453,4;0,4871177585412078
28,848;2,9912;14,368;436,0;0,48034233752340194
28,859;2,7991599999999996;14,399;440,8;0,5144043212963889
28,87;2,64602;14,972;455,1;0,5658309461001807
28,88;2,50794;13,919;469,7;0,5549973284847325
28,891;2,34314;12,763;485,7;0,5446964329916266
28,902;2,1573599999999997;12,696;501,8;0,5884970519523863
28,913;1,97242;13,035;517,1;0,6608633049756136
28,923;1,81208;13,218;530,4;0,7294379939075538
28,934;1,6860199999999999;13,382;545,1;0,7937035147863015
28,946;1,57822;12,988;561,1;0,8229524400907351
28,957;1,47416;11,815;575,8;0,8014733814511316
28,967;1,3825399999999999;11,589;587,7;0,8382397615982178
28,978;1,28124;11,581;601,2;0,903889981580344
28,989;1,16862;13,059;618,1;1,1174718899214457
29,0;1,1403999999999999;14,416;637,0;1,2641178533847774
29,01;1,1555399999999998;13,597;652,7;1,1766793014521353
29,021;1,1785999999999999;13,25;668,0;1,1242151705413201
29,032;1,1913999999999998;12,617;682,0;1,0590062111801244
29,043;1,2379;12,365;694,5;0,9988690524274981
29,052;1,36134;11,927;701,7;0,8761220562093232
29,063;1,50482;11,847;704,1;0,7872702383009264
29,074;1,5742399999999999;11,924;701,2;0,7574448622827524
29,085;1,53876;13,863;698,8;0,9009202214770334
29,095;1,4739;14,885;699,5;1,0099056923807586
29,106;1,37382;15,711;704,1;1,1435995982006377
29,118;1,2663600000000002;16,048;711,8;1,2672541773271422
29,129;1,27538;15,49;721,9;1,2145399802411831
29,138;1,3789;14,419;729,5;1,0456885923562258
29,15;1,5187000000000002;15,085;733,5;0,993283729505498
29,161;1,7765199999999999;16,451;722,6;0,9260239119176817
29,172;2,03856;18,134;687,8;0,8895494859116239
29,182;2,2155;17,557;652,5;0,792462198149402
29,193;2,28214;15,873;630,7;0,6955313872067446
29,204;2,19118;14,962;620,9;0,6828284303434679
29,215;2,0996799999999998;15,816;608,4;0,7532576392593158
29,225;2,1090999999999998;14,673;605,5;0,695699587501778
29,236;2,1475999999999997;14,703;613,0;0,6846246973365617
29,247;2,2156000000000002;15,514;618,0;0,7002166456038994
29,258;2,29582;17,424;584,1;0,7589445165561759
29,268;2,31546;20,187;547,3;0,8718354020367444
29,279;2,26358;20,617;537,9;0,9108138435575505
29,29;2,18898;17,824;544,9;0,8142605231660408
29,3;2,12594;17,624;554,7;0,828997996180513
29,31;2,10072;17,323;563,6;0,8246220343501276
29,321;2,15788;17,435;574,4;0,8079689324707583
29,332;2,197;18,412;585,0;0,8380518889394629
29,343;2,16664;19,279;593,2;0,8898109515194031
29,353;2,0439;21,443;599,5;1,0491217769949608
29,364;1,88906;23,298;595,3;1,2333118058717034
29,375;2,01268;27,398;583,4;1,361269551046366
29,386;2,1794599999999997;32,583;587,3;1,4950033494535346
29,396;2,3678000000000003;35,972;599,0;1,51921615001267
29,407;2,5976399999999997;36,785;583,2;1,4160930690934848
29,419;2,5831;34,757;535,5;1,3455537919554024
29,43;2,50018;34,985;505,9;1,3992992504539674
29,439;2,44048;35,972;502,4;1,4739723333114798
29,451;2,41664;37,516;508,2;1,5524033368644063
29,462;2,39662;39,16;518,1;1,633967838038571
29,473;2,39512;38,396;525,6;1,6030929556765425
29,483;2,30714;36,696;530,7;1,59054066940021
29,494;2,17934;34,154;536,7;1,5671717125368234
29,505;2,17868;29,646;543,4;1,3607321864615274
29,516;2,29674;23,289;553,7;1,0140024556545366
29,525;2,42772;21,177;563,6;0,8722999357421778
29,536;2,5679999999999996;22,818;535,0;0,888551401869159
29,547;2,6638800000000002;24,11;484,4;0,9050707989849391
29,558;2,69418;24,165;460,9;0,8969333897512416
29,568;2,6242199999999998;24,37;456,1;0,9286568961443783
29,579;2,4432799999999997;25,645;456,4;1,049613634131168
29,59;2,20668;28,314;463,4;1,283104029582903
29,601;1,95228;29,697;476,4;1,5211445079599237
29,611;1,7522199999999999;30,742;491,1;1,7544600563856139
29,622;1,63172;32,163;508,6;1,9711102395018751
29,633;1,6420199999999998;33,433;525,1;2,036089694400799
29,644;1,7846;34,707;543,0;1,9448055586686095
29,654;1,8447;34,254;558,5;1,8568872987477638
29,665;1,7980999999999998;31,715;570,5;1,7638062399199157
29,677;1,6814799999999999;27,419;582,4;1,6306468111425652
29,688;1,5670199999999999;24,522;595,1;1,5648811119194397
29,698;1,38428;24,186;606,4;1,7471898748808046
29,709;1,2579799999999999;23,75;619,9;1,8879473441549153
29,72;1,19692;24,942;634,6;2,083848544597801
29,731;1,17186;25,384;649,3;2,166129059785299
29,741;1,1841;22,371;660,5;1,8892829997466432
29,751;1,20624;17,575;671,2;1,4570068974665074
29,762;1,23322;14,691;681,1;1,1912716303660336
29,773;1,3120399999999999;13,058;690,2;0,9952440474375781
29,783;1,46142;13,04;697,1;0,892282848188748
29,794;1,6354600000000001;14,712;702,3;0,8995634255805706
29,805;1,84736;16,427;696,8;0,8892148796119869
29,816;1,99146;18,083;672,3;0,908027276470529
29,826;2,01872;19,298;658,6;0,9559522865974479
29,837;1,92906;20,293;660,3;1,0519631323027796
29,848;1,7572;21,453;666,0;1,2208627361711812
29,86;1,5563;22,5;676,5;1,4457366831587741
29,869;1,36034;23,408;686,7;1,720746284017231
29,881;1,21484;24,462;699,2;2,0135984985677124
29,892;1,17442;24,752;712,1;2,107593535532433
29,903;1,1488399999999999;24,567;729,2;2,138417882385711
29,913;1,14412;23,352;745,6;2,0410446456665383
29,924;1,15246;21,79;762,3;1,8907380733387709
29,935;1,16038;20,178;776,9;1,7389131146693326
29,946;1,17102;18,566;790,1;1,5854554149374047
29,956;1,16786;17,1;799,3;1,4642166013049511
29,967;1,15946;15,488;807,3;1,33579424904697
29,978;1,14778;14,262;813,9;1,2425726184460437
29,988;1,1349;15,078;819,5;1,3285752048638644
29,998;1,1280599999999998;15,641;825,3;1,3865397230643761
30,009;1,1461999999999999;15,213;831,0;1,3272552783109408
30,021;1,1700599999999999;12,99;835,3;1,1101994769499002
30,082;1,3084399999999998;20,514;862,2;1,5678212222188257
30,091;1,4433;20,731;876,5;1,4363611168849166
30,102;1,6145800000000001;21,287;867,9;1,3184233670675962
30,112;1,80948;26,166;802,4;1,4460507991246103
30,123;1,97436;28,001;686,8;1,4182317307887116
30,132;2,07498;28,095;619,9;1,353988954110401
30,143;2,08614;28,913;575,7;1,3859568389465713
30,154;2,0181;29,578;560,5;1,4656359942520192
30,166;1,87428;32,131;571,4;1,714311628998869
30,175;1,68948;33,619;587,4;1,9899022184340742
30,186;1,52266;38,138;608,3;2,504695729841199
30,197;1,37492;38,707;634,6;2,8152183399761443
30,207;1,37812;36,386;665,6;2,640263547441442
30,217;1,4581;33,665;690,5;2,3088265551059597
30,228;1,58832;31,855;711,6;2,005578221013398
30,239;1,71476;26,119;723,8;1,5231869182859408
30,25;1,74124;19,994;721,2;1,1482621580023433
30,26;1,69918;17,417;710,9;1,025023835026307
30,271;1,67438;19,635;706,9;1,1726728699578353
30,282;1,72442;24,092;712,1;1,3971074332239244
30,292;1,742;32,447;725,0;1,8626291618828932
30,303;1,89844;41,814;742,2;2,2025452476770404
30,314;2,1995799999999996;43,422;747,9;1,9741041471553664
30,324;2,46316;42,854;740,8;1,7397976582925998
30,336;2,62534;41,136;686,7;1,5668827656608288
30,347;2,53802;39,656;570,1;1,5624778370540815
30,356;2,29244;39,193;517,2;1,7096630664270382
30,367;2,07774;39,255;508,7;1,8893124260013285
30,378;1,86642;39,617;517,1;2,1226197747559494
30,39;1,66512;41,288;525,6;2,4795810512155283
30,4;1,4911599999999998;42,769;535,8;2,8681697470425713
30,411;1,36896;40,641;554,8;2,96875
30,422;1,2604;36,082;582,0;2,8627419866708985
30,431;1,24856;29,923;607,8;2,39660088421862
30,442;1,25718;21,766;630,9;1,7313352105505972
30,453;1,25888;16,532;649,4;1,3132308083375697
30,464;1,23756;13,351;667,8;1,0788163806199296
30,474;1,2188400000000001;11,839;684,2;0,9713333989695119
30,485;1,2021600000000001;11,438;700,8;0,9514540493777865
30,496;1,19854;11,231;717,7;0,9370567523820648
30,506;1,19658;11,523;732,9;0,9629945344231059
30,517;1,1995;11,987;747,5;0,9993330554397667
30,528;1,19402;12,074;760,1;1,0112058424482002
30,539;1,1944;12,023;772,0;1,0066141995981246
30,549;1,1936999999999998;11,512;783,5;0,9643964145095085
30,56;1,17924;8,907;796,2;0,7553169838200875
30,571;1,17444;8,764;807,2;0,7462279895098942
30,581;1,1762199999999998;9,65;816,1;0,8204247504718506
30,592;1,18324;10,853;826,2;0,9172272742638855
30,603;1,21722;11,706;836,1;0,9616996105880613
30,614;1,2812400000000002;14,083;846,2;1,0991695544940836
30,625;1,4100599999999999;17,431;850,3;1,236188530984497
30,635;1,67718;24,174;835,9;1,441347976961328
30,646;2,08654;33,912;777,7;1,625274377677878
30,656;2,43096;37,628;679,8;1,5478658636917104
30,667;2,58256;40,82;597,8;1,5806021931726657
30,677;2,57068;42,958;558,4;1,671075357492959
30,688;2,43856;43,287;532,8;1,7751049799881897
30,699;2,22174;43,796;523,7;1,9712477607640857
30,711;1,97818;44,948;530,9;2,2721895884095478
30,721;1,7527599999999999;45,455;543,8;2,593338506127479
30,732;1,58368;45,849;553,4;2,895092442917761
30,743;1,4984;44,499;562,0;2,9697677522690875
30,752;1,45876;41,597;573,8;2,851531437659382
30,764;1,44584;36,074;594,2;2,4950201958722955
30,775;1,43996;30,204;614,8;2,0975582655073755
30,786;1,40536;23,503;636,8;1,6723828769852567
30,796;1,34424;18,799;656,2;1,3984853895137772
30,807;1,27412;15,723;675,6;1,2340281920070326
30,818;1,2748599999999999;14,467;694,3;1,1347912711984063
30,829;1,2986399999999998;13,706;713,2;1,0554118154376888
30,839;1,3515;12,902;727,5;0,9546429892711801
30,851;1,4232799999999999;12,71;741,4;0,8930077005227364
30,862;1,4575;12,705;752,5;0,8716981132075472
30,871;1,47698;12,528;759,9;0,848217308291243
30,882;1,49216;12,624;765,8;0,8460218743298307
30,893;1,43624;12,02;771,2;0,8369074806439034
30,904;1,3582;12,246;776,0;0,9016345162715359
30,914;1,28798;12,277;784,9;0,9531980310253266
30,925;1,2488;13,479;799,0;1,079356181934657
30,936;1,2175799999999999;15,218;812,9;1,249856272277797
30,947;1,19224;16,026;826,2;1,344192444474267
30,957;1,20752;15,974;837,6;1,3228766397243938
30,968;1,2164799999999998;13,776;847,4;1,1324477180060504
30,979;1,2453599999999998;11,93;851,8;0,9579559324211473
30,99;1,33432;14,021;851,6;1,0507974099166617
31,0;1,47532;16,484;841,6;1,1173169210747502
31,011;1,68566;17,125;813,3;1,0159225466582824
31,022;1,9547400000000001;18,83;773,7;0,9632994669367791
31,033;2,16792;20,908;739,6;0,9644267316137126
31,043;2,2262399999999998;22,16;706,2;0,9954003162282595
31,054;2,1386000000000003;23,165;678,0;1,0831852613859532
31,065;1,95016;26,002;675,8;1,3333264962874842
31,076;1,74994;27,007;689,7;1,543310056344789
31,085;1,65052;26,893;702,6;1,6293652909386134
31,096;1,71494;26,408;714,7;1,5398789462021996
31,107;1,80104;26,349;725,2;1,4629880513481102
31,118;1,79378;23,648;723,9;1,3183333519160656
31,128;1,7156;19,659;718,0;1,1458964793658195
31,139;1,62466;16,189;718,3;0,9964546428175741
31,15;1,5092;13,787;726,0;0,9135303472038167
31,161;1,44744;12,811;737,2;0,8850798651412148
31,171;1,39946;11,644;747,3;0,8320352135823817
31,182;1,3429;11,518;759,5;0,8576960309777347
31,193;1,29086;12,075;774,3;0,9354228963636645
31,204;1,24708;12,471;790,4;1,0000160374635148
31,214;1,248;13,214;805,0;1,0588141025641027
31,225;1,2410599999999998;12,732;820,3;1,025897216895235
31,236;1,23872;11,41;833,6;0,921112115732369
31,247;1,28062;9,117;843,1;0,7119207883681342
31,257;1,35398;7,639;839,9;0,5641885404511146
31,268;1,39068;5,836;823,4;0,41965081830471435
31,279;1,38814;6,62;810,7;0,476897142939473
31,29;1,34578;8,662;813,9;0,6436416056116157
31,299;1,3218599999999998;10,847;829,3;0,820586143767116
31,31;1,289;15,579;850,0;1,208611326609775
31,321;1,4609999999999999;23,041;870,0;1,577070499657769
